Frame,Keypoint ID,Keypoint Score,Keypoint Visibility,Keypoint Likelihood,Keypoint Part,Bounding Box,Pose Confidence,X,Y
1420,[0.6776294  0.3734912  0.42957258],0.34042287,[0.66840994 0.3486531  0.5584258 ],[0.6671054 0.3585125 0.293015 ],[0.6575891  0.3912003  0.32577106],"[[0.7965567  0.37901136 0.58989954]
 [0.77903825 0.3870394  0.20887709]
 [0.87317085 0.3762944  0.563493  ]
 [0.86885506 0.38622293 0.13758044]]",[0.7115253  0.46771985 0.2948095 ],0.6955405,0.6876115
1421,[0.6787297  0.37327212 0.4310655 ],0.33914906,[0.66752374 0.3472205  0.5608325 ],[0.6670929 0.3572816 0.2943035],[0.6592586  0.39234766 0.33007342],"[[0.79641426 0.3806797  0.6028232 ]
 [0.77928025 0.38822082 0.22457425]
 [0.87368506 0.37686482 0.57269514]
 [0.87083846 0.38693336 0.12581699]]",[0.71295404 0.4680899  0.31629956],0.6949311,0.68690115
1422,[0.6801048  0.37366375 0.4402785 ],0.33908096,[0.66820717 0.3476339  0.5699842 ],[0.66811824 0.3561026  0.28882033],[0.6619655  0.3867017  0.34283805],"[[0.79714626 0.3806635  0.5796509 ]
 [0.7809744  0.38636968 0.22422217]
 [0.8741817  0.3770911  0.5474193 ]
 [0.8715288  0.38562083 0.17712137]]",[0.7126766  0.4690688  0.31064463],0.6961835,0.6879986
1423,[0.6803276  0.37508804 0.47294345],0.33818987,[0.66625047 0.34775725 0.5829774 ],[0.6661649  0.35754552 0.29420444],[0.6600222  0.39287156 0.34375125],"[[0.79724324 0.38165572 0.54929185]
 [0.77930534 0.38709065 0.22500755]
 [0.87348044 0.37636545 0.5797967 ]
 [0.8699662  0.38582307 0.14270848]]",[0.7165779 0.4713348 0.3914727],0.6939005,0.68557817
1424,[0.67912716 0.37539935 0.4969271 ],0.33767205,[0.66504157 0.3476505  0.58848715],[0.66593003 0.3568936  0.307497  ],[0.65973085 0.39060327 0.33920896],"[[0.7977367  0.3821946  0.51980495]
 [0.78010803 0.38677403 0.22818902]
 [0.8740275  0.37653345 0.5812455 ]
 [0.8701655  0.38579845 0.15002994]]",[0.715972   0.47275424 0.3915478 ],0.69430375,0.685206
1425,[0.68429035 0.37694964 0.49515712],0.33556506,[0.66579574 0.34645078 0.5977184 ],[0.6652039  0.35586724 0.2977891 ],[0.6575511  0.39172426 0.372116  ],"[[0.79794604 0.37787187 0.38097435]
 [0.7792815  0.38872683 0.20731713]
 [0.87470716 0.37651625 0.57622635]
 [0.86988235 0.3864085  0.1354261 ]]",[0.71866274 0.47278288 0.4415473 ],0.69418275,0.6851052
1426,[0.68179387 0.37622416 0.49028435],0.3371975,[0.6671466 0.3485112 0.6102513],[0.6676024  0.35893455 0.3018035 ],[0.6590941  0.39375153 0.37634534],"[[0.8035635  0.38313895 0.5411441 ]
 [0.78211033 0.38961554 0.21874748]
 [0.8742763  0.3766436  0.56026953]
 [0.86710024 0.38724148 0.09329255]]",[0.71757674 0.46973684 0.39378756],0.6945898,0.68554467
1427,[0.68013215 0.37328345 0.45437488],0.33766976,[0.6662865  0.34682646 0.5880617 ],[0.66454124 0.35298038 0.25298357],[0.6569327  0.39350656 0.36344817],"[[0.80135983 0.38115582 0.5832674 ]
 [0.7805026  0.3898233  0.21459502]
 [0.87395793 0.37617117 0.54499555]
 [0.8563142  0.38869756 0.07737939]]",[0.7188995  0.46477163 0.42895192],0.6929207,0.6848941
1428,[0.677653   0.3762892  0.51785564],0.33743608,[0.6652695  0.34803423 0.58636916],[0.66285187 0.353458   0.27350318],[0.65547514 0.39069122 0.34645817],"[[0.7994587  0.38129997 0.5674001 ]
 [0.7798519  0.38751876 0.2229908 ]
 [0.8742218  0.37645513 0.55455834]
 [0.86775786 0.3871941  0.09753995]]",[0.71625054 0.46934003 0.3814453 ],0.69155145,0.68379116
1429,[0.67562443 0.37434426 0.4320832 ],0.33887845,[0.6626776  0.34690672 0.5654037 ],[0.66000193 0.35520634 0.34299082],[0.65283084 0.39448527 0.3801058 ],"[[0.7938388  0.37814036 0.548363  ]
 [0.7753365  0.3875137  0.20327501]
 [0.8728837  0.3753589  0.52019656]
 [0.8565527  0.38840824 0.07761295]]",[0.71449715 0.4669069  0.3536933 ],0.6911532,0.6811899
1430,[0.6763588  0.37939507 0.4654198 ],0.3442234,[0.67021    0.35308346 0.5966532 ],[0.6692491  0.3537158  0.23752251],[0.65712076 0.39405537 0.31973687],"[[0.79229957 0.37873206 0.57777697]
 [0.7780934  0.38433626 0.22313562]
 [0.8749429  0.37631878 0.49814737]
 [0.87154764 0.3848933  0.14781198]]",[0.71456677 0.47119352 0.3398254 ],0.7023581,0.6911171
1431,[0.6804632  0.37965557 0.51195645],0.33902207,[0.6673816  0.35496056 0.6175807 ],[0.6684504  0.35973674 0.26204908],[0.6596681  0.38932842 0.31634942],"[[0.79298204 0.37943268 0.5387516 ]
 [0.7785807  0.3828268  0.21053815]
 [0.875173   0.37651312 0.507848  ]
 [0.87251735 0.384048   0.19313261]]",[0.71226746 0.47165594 0.31255957],0.6991211,0.6880736
1432,[0.6746899  0.3754293  0.40352964],0.3391717,[0.6639264 0.3500796 0.5474657],[0.6651506  0.3579881  0.27181497],[0.65510035 0.38904735 0.27608114],"[[0.78810024 0.3793701  0.48771995]
 [0.7800577  0.38685632 0.24997811]
 [0.8737316  0.37577307 0.46773958]
 [0.8719067  0.3839009  0.17815484]]",[0.7079134  0.46434405 0.41947097],0.69660693,0.6859449
1433,[0.6743354  0.37825024 0.4023474 ],0.3382806,[0.65966916 0.35214263 0.5443095 ],[0.66096187 0.35793513 0.28516668],[0.65613735 0.38874295 0.2945105 ],"[[0.7918977  0.3806099  0.46643928]
 [0.7827988  0.38617977 0.26396737]
 [0.87397087 0.37575865 0.45744154]
 [0.8717882  0.38383442 0.1922958 ]]",[0.70628893 0.46828112 0.39477587],0.69276357,0.6826825
1435,[0.6724202  0.37940648 0.38200873],0.3402528,[0.65436774 0.35308176 0.5794301 ],[0.653379   0.35614797 0.24307051],[0.6536278 0.3921859 0.2572543],"[[0.79251784 0.38277444 0.4702546 ]
 [0.77182585 0.38955656 0.18053782]
 [0.8729799  0.37584266 0.518579  ]
 [0.87031037 0.38467383 0.17162444]]",[0.7060769  0.4672843  0.40830415],0.6817945,0.6706003
1436,[0.6760188  0.37847036 0.44675207],0.34174418,[0.6528844 0.3538963 0.6031095],[0.6491983 0.3601388 0.2926121],[0.6514377  0.40010613 0.38166243],"[[0.7949033  0.38184518 0.49537942]
 [0.7697248  0.393839   0.19751814]
 [0.87274224 0.37594977 0.5396886 ]
 [0.84453607 0.3888972  0.07873338]]",[0.7089267  0.46575963 0.38897234],0.67940557,0.66879654
1437,[0.6744074  0.37882072 0.41379994],0.34215763,[0.6491257  0.35419676 0.59316146],[0.64601153 0.36189124 0.29404128],[0.64870983 0.40257227 0.35345852],"[[0.78717655 0.38377237 0.5043107 ]
 [0.76608235 0.3947156  0.19993778]
 [0.87226456 0.37732014 0.544892  ]
 [0.8432712  0.39120063 0.0758215 ]]",[0.7075284  0.46609214 0.38189334],0.6760644,0.6658626
1438,[0.6721139  0.3825973  0.38995197],0.34390974,[0.64712375 0.35972762 0.53828526],[0.64476454 0.36449474 0.2505651 ],[0.645657   0.41001654 0.31542334],"[[0.7862676  0.38172618 0.50137055]
 [0.7665105  0.39121422 0.18205807]
 [0.8715287  0.3750051  0.51717925]
 [0.8431988  0.3880124  0.07398701]]",[0.7062705  0.4657846  0.38294262],0.67417806,0.66347885
1439,[0.6695985 0.3826387 0.5521884],0.3433887,[0.64301836 0.3596222  0.48224378],[0.63968533 0.36526537 0.21699843],[0.643923   0.40958518 0.35837522],"[[0.785974   0.38483652 0.5007196 ]
 [0.76617324 0.39393175 0.20218821]
 [0.8752578  0.37463057 0.56676114]
 [0.8735934  0.3832777  0.14395021]]",[0.70756847 0.46913344 0.44359738],0.6697611,0.6564247
1442,[0.6725659  0.37915346 0.38157865],0.3208158,[0.6415449  0.35712144 0.47461247],[0.63511795 0.37040487 0.2700244 ],[0.6450689  0.41515347 0.29594696],"[[0.7848457  0.373866   0.462031  ]
 [0.7490874  0.39805984 0.14329056]
 [0.86130226 0.35413867 0.40816873]
 [0.8304636  0.37401175 0.09634089]]",[0.71186    0.4698484  0.33367977],0.66299516,0.65169674
1444,[0.67129576 0.37766263 0.4259217 ],0.34042847,[0.63744    0.35238186 0.42317566],[0.6310777  0.36914346 0.2959523 ],[0.638896  0.4163426 0.3487487],"[[0.78027445 0.36393788 0.6521918 ]
 [0.75056493 0.38041502 0.23728856]
 [0.8588861  0.33729255 0.5039016 ]
 [0.824553   0.36342922 0.08299422]]",[0.71216923 0.4679969  0.35356027],0.659665,0.6485507
1445,[0.6763641  0.37926695 0.36732936],0.33734724,[0.6376583 0.3494711 0.464247 ],[0.6310172  0.3703583  0.30942154],[0.6431311  0.42689714 0.31650054],"[[0.7805959  0.35938376 0.4453161 ]
 [0.7328677  0.4713785  0.09661319]
 [0.8558515  0.3353993  0.39523897]
 [0.8157141  0.3748112  0.07059719]]",[0.7180766  0.46594104 0.44123176],0.65755194,0.6461461
1446,[0.67455596 0.36823517 0.5467013 ],0.3367185,[0.63745195 0.34254703 0.48903605],[0.6299109  0.36709383 0.2994949 ],[0.64166105 0.41363636 0.35567877],"[[0.7758451  0.36169285 0.4870066 ]
 [0.7350426  0.4583345  0.09173046]
 [0.8533831  0.33299395 0.38791487]
 [0.8126439  0.3795316  0.09171812]]",[0.7163343  0.46518838 0.38304868],0.6565098,0.6454636
1453,[0.68521047 0.3487286  0.48371428],0.31077093,[0.64394486 0.32915014 0.5600985 ],[0.63442725 0.35238934 0.35976636],[0.6493803  0.39522985 0.44380146],"[[0.7784427  0.33836943 0.69333565]
 [0.73603857 0.43963203 0.16184118]
 [0.8583743  0.3173026  0.45551303]
 [0.8169808  0.38075918 0.1110903 ]]",[0.73343456 0.44468853 0.5274606 ],0.6597201,0.6510525
1454,[0.6834344  0.34779468 0.47110024],0.3168323,[0.64477575 0.32684404 0.6154455 ],[0.63439864 0.3421511  0.31913626],[0.6516489 0.3855962 0.4449245],"[[0.77833325 0.33631173 0.69221497]
 [0.73714167 0.42286482 0.12590094]
 [0.8627724  0.31596297 0.45229203]
 [0.8193437  0.3781448  0.09122178]]",[0.73637176 0.4425228  0.56804943],0.66069406,0.6507925
1721,[0.6617684  0.38183588 0.5857851 ],0.31465673,[0.5909832  0.36724275 0.5009786 ],[0.58885914 0.40003368 0.45036614],[0.6344607  0.41558403 0.29351062],"[[0.7450067  0.36140978 0.4814396 ]
 [0.7202827  0.42941853 0.18266182]
 [0.8073086  0.30445984 0.266813  ]
 [0.76226074 0.36655223 0.09227836]]",[0.7716309  0.45460913 0.6466309 ],0.59643936,0.5826677
1722,[0.6592412  0.39148068 0.5733756 ],0.30639145,[0.5889306  0.37705407 0.45278618],[0.5865942  0.40412885 0.30709234],[0.6331906  0.42089438 0.40496102],"[[0.74659705 0.3643988  0.49553633]
 [0.7262203  0.4440174  0.20116723]
 [0.80873793 0.30453175 0.3596736 ]
 [0.76621383 0.36487204 0.09938383]]",[0.776607  0.4536983 0.453463 ],0.5960282,0.5808373
1725,[0.6545239  0.40823942 0.46170896],0.32631838,[0.5802134 0.3896124 0.4508252],[0.57755834 0.42251626 0.24432081],[0.632901   0.4330967  0.32328457],"[[0.74414295 0.38998675 0.46668   ]
 [0.71513754 0.41385922 0.22687766]
 [0.7962253  0.34033993 0.37114096]
 [0.7730529  0.35175076 0.23189576]]",[0.7894035  0.45715606 0.48278219],0.5884908,0.57229984
1726,[0.6481743  0.41249222 0.4301521 ],0.31086004,[0.5769596  0.39431435 0.5513084 ],[0.57646316 0.43193603 0.38029775],[0.62919265 0.43892235 0.38753235],"[[0.74573296 0.40101948 0.56677794]
 [0.7128998  0.41684029 0.27458966]
 [0.7958361  0.3501215  0.2579829 ]
 [0.7677995  0.3620203  0.26967224]]",[0.790742   0.46026084 0.5253688 ],0.58424735,0.56945884
1727,[0.6507796  0.41776648 0.61792487],0.3265079,[0.57428527 0.40152854 0.3175232 ],[0.5743049  0.43500063 0.2994675 ],[0.6311972  0.43901694 0.49572754],"[[0.7526666  0.4200485  0.293203  ]
 [0.714252   0.42085835 0.2567149 ]
 [0.7898745  0.37498134 0.32117063]
 [0.7636704  0.37165338 0.19414036]]",[0.80228627 0.46620488 0.5611897 ],0.57930714,0.5655718
1732,[0.64825565 0.442551   0.5418372 ],0.31896427,[0.5654103  0.42896786 0.5825783 ],[0.5651618  0.46446425 0.39197823],[0.6323514  0.46521    0.42028126],"[[0.7566997  0.44711733 0.4115485 ]
 [0.72800857 0.4714775  0.30774334]
 [0.7880997  0.40078327 0.43081856]
 [0.7632043  0.4084709  0.14938362]]",[0.81641215 0.45957455 0.5733801 ],0.5694202,0.55694187
1733,[0.6440825  0.44691506 0.5959047 ],0.3520928,[0.56131244 0.43431008 0.4848431 ],[0.5605623  0.46490514 0.26365554],[0.6252771  0.46610823 0.3905234 ],"[[0.7472462  0.4540073  0.29031712]
 [0.72500557 0.4688713  0.29030758]
 [0.79122776 0.40703306 0.42197564]
 [0.7680182  0.41262263 0.1493601 ]]",[0.80988055 0.46186498 0.5122678 ],0.5645508,0.5515732
1734,[0.6409973  0.45273897 0.32106256],0.39834923,[0.5591474  0.43781862 0.4139174 ],[0.5607751  0.4632442  0.25523674],[0.6232051  0.46559817 0.4325807 ],"[[0.73828304 0.4634989  0.4519718 ]
 [0.72160673 0.47165874 0.27756348]
 [0.7932147  0.41670588 0.42186457]
 [0.7860393  0.4248554  0.12662926]]",[0.80851436 0.45917618 0.42248046],0.5635494,0.55149835
1735,[0.64110065 0.45499814 0.37576303],0.3462927,[0.5594355  0.43659988 0.41651872],[0.5593997  0.46647552 0.25479126],[0.62460375 0.46759918 0.4847649 ],"[[0.7439326  0.4685182  0.5251142 ]
 [0.7262476  0.47472513 0.2880394 ]
 [0.7983907  0.42789546 0.28803727]
 [0.78881806 0.44435677 0.14412093]]",[0.8088269  0.46235195 0.46768215],0.5630092,0.5520583
1736,[0.64153206 0.45843086 0.4320148 ],0.40907392,[0.5645597  0.44242096 0.51601624],[0.5638717  0.46642566 0.2834571 ],[0.6264965 0.4672589 0.4717809],"[[0.7406411  0.46609947 0.52027655]
 [0.7243145  0.47078916 0.27798066]
 [0.7910479  0.42668942 0.36704338]
 [0.7721084  0.42470238 0.19240311]]",[0.8013307  0.4616308  0.44106454],0.5685611,0.5560192
1737,[0.6447756  0.45974374 0.5544076 ],0.3767498,[0.56598103 0.4478218  0.59225833],[0.5655757  0.46735224 0.28482005],[0.6283785 0.469238  0.5176918],"[[0.74176073 0.46874756 0.49297208]
 [0.72788996 0.47206172 0.2834156 ]
 [0.7910975  0.42969128 0.38161683]
 [0.78015643 0.43090945 0.14211635]]",[0.80358344 0.46326053 0.43014425],0.5710374,0.55880624
1738,[0.64355314 0.46203327 0.55274814],0.40010843,[0.5638094  0.44863266 0.5038737 ],[0.56465185 0.4684067  0.29249945],[0.63088745 0.4705565  0.5259317 ],"[[0.7500052  0.47173667 0.40079045]
 [0.7339881  0.47295073 0.2630401 ]
 [0.7894433  0.4342864  0.3724844 ]
 [0.78362477 0.44587997 0.13987595]]",[0.8062888  0.46438602 0.43445432],0.5682747,0.5553148
1739,[0.64174855 0.46438584 0.47326913],0.43270552,[0.5631411  0.45110887 0.36883032],[0.56199306 0.46627012 0.20735154],[0.6288493  0.4696832  0.51228726],"[[0.74183655 0.47333768 0.3671105 ]
 [0.7300674  0.47213766 0.2782383 ]
 [0.7903829  0.4397408  0.3103997 ]
 [0.78371114 0.44558573 0.14507434]]",[0.80346966 0.46624494 0.4883684 ],0.56822383,0.5553209
1740,[0.64111656 0.46376416 0.4581287 ],0.40815574,[0.56408525 0.45003793 0.52867234],[0.56284094 0.46753994 0.24130732],[0.630641   0.47106996 0.54344374],"[[0.7413645  0.47486988 0.3445059 ]
 [0.72768366 0.47683176 0.23891857]
 [0.7913632  0.44966784 0.35130978]
 [0.78707486 0.45205012 0.16392721]]",[0.8039926 0.4662621 0.5038645],0.56910044,0.5563727
1741,[0.64163    0.46386918 0.46470213],0.4334129,[0.5636881  0.4505865  0.50133455],[0.56375766 0.46663314 0.24767207],[0.6317554 0.4745732 0.5687455],"[[0.74203306 0.4751588  0.34707698]
 [0.72715724 0.47929415 0.26064417]
 [0.787808   0.4497485  0.36690152]
 [0.78841573 0.45886523 0.16609925]]",[0.80686635 0.4625599  0.36439848],0.569022,0.5560882
1742,[0.64264137 0.46389496 0.480318  ],0.40588108,[0.5639905  0.45003742 0.5051366 ],[0.5637899  0.46869335 0.25620702],[0.6319794 0.4762553 0.5415963],"[[0.7452784  0.4750215  0.28449962]
 [0.7281378  0.48132455 0.2626833 ]
 [0.7892173  0.44703358 0.40262118]
 [0.7885176  0.45647833 0.15831107]]",[0.8105709  0.46220347 0.40368742],0.56977516,0.5566868
1743,[0.6399783 0.4632645 0.4226031],0.35672414,[0.56297797 0.4493954  0.4803483 ],[0.5625735  0.47000256 0.2576178 ],[0.63067514 0.4773122  0.52937376],"[[0.7436469  0.4754399  0.3453619 ]
 [0.72840637 0.48168296 0.26856264]
 [0.78661543 0.44856158 0.38769984]
 [0.7858238  0.45747283 0.16472694]]",[0.8067157  0.46360862 0.37824512],0.56812006,0.5553527
1744,[0.6416534  0.46391922 0.44619483],0.31104785,[0.56310374 0.44919828 0.4835532 ],[0.5630724  0.46998343 0.2757047 ],[0.6308753  0.47676757 0.5559792 ],"[[0.74313486 0.47541785 0.35677978]
 [0.72818124 0.48114818 0.25767058]
 [0.78661925 0.45022458 0.39113826]
 [0.7856779  0.45852765 0.1685583 ]]",[0.8056544  0.4671294  0.49993408],0.5678641,0.55523777
1745,[0.6412179  0.46398106 0.41966462],0.33304262,[0.56287646 0.446732   0.49408564],[0.56319535 0.47446498 0.3078872 ],[0.63138914 0.47839445 0.5313313 ],"[[0.7467449  0.47442028 0.3088478 ]
 [0.73062885 0.4827769  0.25085774]
 [0.7883826  0.44746074 0.39255652]
 [0.8001724  0.46487394 0.17625676]]",[0.80739087 0.46691027 0.43763903],0.56699055,0.5543337
1746,[0.6428402  0.46458906 0.4356023 ],0.30566207,[0.563728   0.44607836 0.51902544],[0.5647605  0.47263056 0.3357563 ],[0.63178045 0.47632262 0.58261085],"[[0.7453387  0.47581878 0.3029077 ]
 [0.7304948  0.48052165 0.25875196]
 [0.7897392  0.44743446 0.37239382]
 [0.80355126 0.46300867 0.1767915 ]]",[0.8055034  0.46991333 0.53290427],0.56904507,0.55676216
1764,[0.6434038 0.4644994 0.4277335],0.30064902,[0.5603779  0.43626326 0.41556388],[0.56122833 0.46729732 0.3047609 ],[0.63169444 0.4739947  0.5820918 ],"[[0.7457251  0.47793496 0.36458224]
 [0.73317903 0.4822463  0.23439856]
 [0.8108492  0.45261255 0.19987719]
 [0.80903864 0.4592483  0.16563174]]",[0.80650145 0.46734667 0.45100072],0.5669001,0.55493397
1788,[0.6434125  0.456706   0.42090365],0.3411596,[0.56880313 0.43150154 0.5343992 ],[0.567953   0.45549816 0.3858197 ],[0.6344661  0.46341282 0.52536106],"[[0.74275357 0.47792408 0.34831405]
 [0.7305522  0.4746948  0.2714709 ]
 [0.8228132  0.4628426  0.26467296]
 [0.81259024 0.45683002 0.16778836]]",[0.8039141 0.4674605 0.5659001],0.57352895,0.560117
1792,[0.6424129  0.44613427 0.41193858],0.31989986,[0.5722399  0.4173716  0.33646035],[0.57381266 0.4478137  0.36138177],[0.6334235  0.459878   0.53145623],"[[0.7388321  0.47166237 0.41338632]
 [0.7232445  0.4758442  0.24277319]
 [0.81250894 0.45472866 0.21320045]
 [0.8059898  0.4574007  0.17661761]]",[0.803248   0.46542713 0.5731262 ],0.58029914,0.56720114
1794,[0.63997024 0.4410953  0.40500656],0.32319978,[0.5715566  0.41615692 0.54205567],[0.57136846 0.43493396 0.2756717 ],[0.630934   0.45078105 0.38639697],"[[0.73740333 0.4656628  0.3866345 ]
 [0.72295094 0.4653515  0.265493  ]
 [0.7980973  0.44298324 0.268265  ]
 [0.79009473 0.43743923 0.16215794]]",[0.8017557 0.4638512 0.532519 ],0.5793448,0.5639218
1800,[0.6294666  0.42175505 0.41210413],0.3374615,[0.5563666  0.39325282 0.37196112],[0.5558518  0.42206526 0.31740534],[0.61568314 0.4356491  0.3646922 ],"[[0.73453027 0.44364437 0.25574002]
 [0.7111462  0.44748986 0.22037932]
 [0.8035882  0.43024626 0.20486093]
 [0.77834976 0.41442704 0.167347  ]]",[0.7846779  0.45359078 0.5807575 ],0.56655854,0.55358475
1806,[0.642646   0.4251582  0.47996277],0.34728593,[0.57468945 0.3975641  0.49490142],[0.5723726  0.42031464 0.26513076],[0.633185   0.4367148  0.40749174],"[[0.7462615  0.45698896 0.25040627]
 [0.7267668  0.4502804  0.258513  ]
 [0.8076102  0.4347664  0.26213458]
 [0.78647554 0.42009228 0.19591159]]",[0.79420125 0.4618603  0.5727101 ],0.58277035,0.56990874
1810,[0.6451405  0.42526445 0.5191809 ],0.31427038,[0.57526934 0.39946842 0.4111187 ],[0.57525766 0.41913527 0.17692758],[0.63656956 0.4352338  0.36573768],"[[0.74741375 0.45439208 0.26906148]
 [0.7255236  0.4492667  0.2328138 ]
 [0.8017677  0.43220347 0.2429528 ]
 [0.7819501  0.4186922  0.1883556 ]]",[0.78901446 0.46276003 0.4541552 ],0.5854977,0.57393736
1811,[0.64153105 0.4217384  0.4019197 ],0.38561478,[0.5746399  0.39719602 0.5211097 ],[0.57216084 0.4191054  0.23632948],[0.63090014 0.4358245  0.38525635],"[[0.7412955  0.4428512  0.23766506]
 [0.7222035  0.44560605 0.2203508 ]
 [0.80292135 0.43033108 0.2530616 ]
 [0.78593004 0.42042652 0.17343326]]",[0.78749365 0.4632883  0.57941544],0.5825807,0.5698083
1812,[0.6434946  0.42043018 0.5142413 ],0.33303452,[0.57074094 0.39008123 0.34217104],[0.5706342  0.41864228 0.29768398],[0.6256334  0.42992127 0.42709422],"[[0.7347654  0.4438084  0.271645  ]
 [0.70677155 0.43839678 0.24545814]
 [0.79231226 0.43141976 0.23316735]
 [0.7707987  0.42069212 0.15047242]]",[0.77332664 0.46442047 0.4839514 ],0.5789328,0.5674336
1813,[0.63830364 0.4178116  0.5741175 ],0.31880513,[0.56617033 0.39127427 0.44591203],[0.5656459  0.4171723  0.27034235],[0.6217819  0.43091318 0.4160878 ],"[[0.7207025  0.43192345 0.30566797]
 [0.70313966 0.4360793  0.24187924]
 [0.7891163  0.42238596 0.22825569]
 [0.7729918  0.41779798 0.1588164 ]]",[0.7730969  0.45937023 0.6075814 ],0.5747359,0.5629532
1814,[0.63876206 0.4183179  0.5811932 ],0.32380444,[0.56397855 0.39211664 0.46924147],[0.56238294 0.41851553 0.22215058],[0.6200778  0.4330133  0.40469316],"[[0.7278369  0.43510747 0.37244537]
 [0.70592886 0.4419009  0.21492843]
 [0.7962297  0.42399818 0.2209407 ]
 [0.7634554  0.41574442 0.1546189 ]]",[0.77208996 0.45422745 0.42354834],0.5750461,0.5623957
1815,[0.6279517  0.41711333 0.3936408 ],0.38104254,[0.5551022 0.3901382 0.3197815],[0.5533473  0.41535795 0.27612665],[0.6115013  0.42867628 0.46714208],"[[0.7222675  0.43694186 0.31776816]
 [0.694383   0.4414715  0.22691998]
 [0.7831293  0.42016476 0.206169  ]
 [0.76154244 0.41718295 0.12936074]]",[0.76745534 0.45260775 0.62051606],0.5674653,0.5548806
1816,[0.6280143  0.41764042 0.51141   ],0.34313232,[0.5505882  0.3887244  0.50454044],[0.5475122  0.41693923 0.24929056],[0.6100431  0.42904186 0.42731398],"[[0.7219027  0.43911833 0.31473485]
 [0.69814086 0.44636852 0.22361553]
 [0.798567   0.41868827 0.21053797]
 [0.7818536  0.41887975 0.1241582 ]]",[0.77373475 0.4495637  0.5487309 ],0.5598934,0.5484513
1817,[0.6184473  0.41543338 0.54025316],0.38363317,[0.5419878  0.38933453 0.3819839 ],[0.53958225 0.41631627 0.31375587],[0.5997083  0.43009707 0.4880737 ],"[[0.70790625 0.4359286  0.36174974]
 [0.6821135  0.44266716 0.21827288]
 [0.7805244  0.4248527  0.19000165]
 [0.75001377 0.4213128  0.09504893]]",[0.7580369  0.44871032 0.52634484],0.5529726,0.5399844
1818,[0.61254936 0.41735515 0.5002099 ],0.32677782,[0.53634536 0.38965753 0.45226964],[0.53319716 0.4133186  0.24862726],[0.5952332  0.4264586  0.46805015],"[[0.7048443  0.43244645 0.2846619 ]
 [0.6782036  0.43436396 0.20561647]
 [0.77752966 0.4231482  0.17852287]
 [0.75224733 0.4215179  0.09700456]]",[0.7509305  0.45017448 0.58058316],0.54608554,0.53300124
1819,[0.6008679  0.41466928 0.5612638 ],0.37968686,[0.5259539  0.39221704 0.3755246 ],[0.523521  0.407236  0.2560161],[0.5877464  0.42425776 0.44915837],"[[0.68836904 0.42733285 0.337288  ]
 [0.6727828  0.4339337  0.2206088 ]
 [0.76402336 0.42416975 0.23315142]
 [0.74891126 0.42435044 0.10986338]]",[0.7402001 0.4504538 0.4481449],0.536121,0.52189296
1820,[0.59384114 0.41687152 0.5963286 ],0.38022277,[0.51528645 0.3960709  0.49809265],[0.51148206 0.40400562 0.13008918],[0.5760832 0.4216693 0.426209 ],"[[0.68457866 0.4262431  0.27187115]
 [0.66275275 0.43235853 0.23214003]
 [0.76250297 0.42073846 0.19211724]
 [0.755412   0.42488718 0.12378534]]",[0.73165846 0.4492567  0.5975595 ],0.52480376,0.51108897
1821,[0.5877957  0.41567686 0.62541527],0.38022217,[0.5096848  0.39199153 0.47650144],[0.5066351 0.4101917 0.2521731],[0.5741109  0.42424095 0.40508732],"[[0.68973637 0.4298411  0.27912688]
 [0.66792095 0.43209258 0.19820282]
 [0.77066845 0.4186597  0.1926341 ]
 [0.7585339  0.41714266 0.15919867]]",[0.73276603 0.45150572 0.6004927 ],0.5174051,0.50500476
1826,[0.55460256 0.41053072 0.6026697 ],0.31154042,[0.47924268 0.39431491 0.35589302],[0.48071742 0.4049065  0.16791914],[0.54691225 0.4130549  0.43437445],"[[0.66176057 0.4168005  0.37846944]
 [0.64767414 0.4257883  0.2638965 ]
 [0.7308119  0.40883952 0.16035049]
 [0.7294067  0.4083475  0.15233542]]",[0.6988639  0.4372174  0.41901788],0.4913448,0.47831148
1830,[0.5528953  0.40511712 0.51830494],0.3333544,[0.47579202 0.39412716 0.5040394 ],[0.47530532 0.40360177 0.20666024],[0.54721415 0.41110048 0.5099776 ],"[[0.66029793 0.40799797 0.24861398]
 [0.64568007 0.41397196 0.2455736 ]
 [0.72489923 0.3971387  0.20177814]
 [0.7209205  0.4012701  0.1347255 ]]",[0.7021677  0.4260036  0.46170852],0.4882443,0.4737456
1831,[0.552835   0.40480906 0.49321344],0.30523077,[0.47471654 0.39181507 0.4554358 ],[0.47394538 0.4033207  0.20442344],[0.54693073 0.4120172  0.522197  ],"[[0.65990627 0.4086315  0.2392117 ]
 [0.6457298  0.41630778 0.23763037]
 [0.72859204 0.40005508 0.20817953]
 [0.7242156  0.40571332 0.12428075]]",[0.70367897 0.4264011  0.48756143],0.48687753,0.47192854
1835,[0.5439485  0.41194412 0.46564552],0.36776745,[0.46533713 0.39209595 0.39686656],[0.4673806  0.39401448 0.1561009 ],[0.53740704 0.407688   0.44751522],"[[0.65295655 0.41222665 0.19939007]
 [0.63302594 0.41184157 0.26188162]
 [0.730475   0.4047405  0.21640974]
 [0.7271962  0.40049013 0.23053405]]",[0.70098454 0.43086877 0.45803973],0.47639728,0.4621098
